,CODIGO JDE,NOMBRE,UNIDAD,CANTIDAD,NODO,ZONA,MUNICIPIO,PROG
6386,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,8.0,M24022,CENTRO,VILLAMARIA,2019
6387,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,172.0,M24022,CENTRO,VILLAMARIA,2019
6388,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,70.0,M24022,CENTRO,VILLAMARIA,2019
6389,200369,CABLE CU THW No. 1/0,M,12.0,M24022,CENTRO,VILLAMARIA,2019
6390,200194,TRANSF 1F 25 KVA 7.62 KV,UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6391,214271,HEBILLA PLASTICA 15 CM,UND,54.0,M24022,CENTRO,VILLAMARIA,2019
6392,219144,HEBILLA PLASTICA 25 CM,UND,299.0,M24022,CENTRO,VILLAMARIA,2019
6393,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6394,2507,CHAZO O RAMPLUG,UND,112.0,M24022,CENTRO,VILLAMARIA,2019
6395,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6396,213302,"ARANDELA PRESION GALV 1/2""",UND,5.0,M24022,CENTRO,VILLAMARIA,2019
6397,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6398,213305,"ARANDELA REDONDA GALV 1/2""",UND,10.0,M24022,CENTRO,VILLAMARIA,2019
6399,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,6.0,M24022,CENTRO,VILLAMARIA,2019
6401,219406,SELLO PLÁSTICO PARA CONTADORES,UN,28.0,M24022,CENTRO,VILLAMARIA,2019
6402,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,28.0,M24022,CENTRO,VILLAMARIA,2019
6403,211377,"GRAPA BAND IT 5/8""",UND,26.0,M24022,CENTRO,VILLAMARIA,2019
6404,211371,"CINTA BAND IT 5/8""",M,17.7,M24022,CENTRO,VILLAMARIA,2019
6405,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,9.0,M24022,CENTRO,VILLAMARIA,2019
6406,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,28.0,M24022,CENTRO,VILLAMARIA,2019
6407,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6409,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6410,4525,"UES DE 5/8"" X 18 CM",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6411,4524,"UES DE 5/8"" X 20 CM",UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6412,200002,POSTE CENTRIFUGADO 8 M,UND,5.0,M24022,CENTRO,VILLAMARIA,2019
6413,211295,PIEAMIGOS ANGULO A-42,UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6414,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6415,211319,PERCHAS 1 PUESTO,UND,6.0,M24022,CENTRO,VILLAMARIA,2019
6416,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6417,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,36.0,M24022,CENTRO,VILLAMARIA,2019
6419,212853,CONECTOR DBH-8,UND,20.0,M24022,CENTRO,VILLAMARIA,2019
6420,212846,CONECTOR DBH-4,UND,13.0,M24022,CENTRO,VILLAMARIA,2019
6421,211323,"COLLARIN SENCILLO 5-6""",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6422,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6423,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6424,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,14.0,M24022,CENTRO,VILLAMARIA,2019
6425,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,10.0,M24022,CENTRO,VILLAMARIA,2019
6427,200151,"AISLADOR YOYO 3""",UND,6.0,M24022,CENTRO,VILLAMARIA,2019
6428,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,14.0,M24022,CENTRO,VILLAMARIA,2019
6429,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,584.0,M24022,CENTRO,VILLAMARIA,2019
6430,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,22.5,M24022,CENTRO,VILLAMARIA,2019
6431,200417,CABLE CU DD No. 4,M,6.0,M24022,CENTRO,VILLAMARIA,2019
6432,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,8.0,M24022,CENTRO,VILLAMARIA,2019
6433,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,172.0,M24022,CENTRO,VILLAMARIA,2019
6434,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,70.0,M24022,CENTRO,VILLAMARIA,2019
6435,200369,CABLE CU THW No. 1/0,M,12.0,M24022,CENTRO,VILLAMARIA,2019
6436,200194,TRANSF 1F 25 KVA 7.62 KV,UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6437,214271,HEBILLA PLASTICA 15 CM,UND,54.0,M24022,CENTRO,VILLAMARIA,2019
6438,219144,HEBILLA PLASTICA 25 CM,UND,299.0,M24022,CENTRO,VILLAMARIA,2019
6439,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,M24022,CENTRO,VILLAMARIA,2019
6440,2507,CHAZO O RAMPLUG,UND,112.0,M24022,CENTRO,VILLAMARIA,2019
6441,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6442,213302,"ARANDELA PRESION GALV 1/2""",UND,5.0,M24022,CENTRO,VILLAMARIA,2019
6443,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,M24022,CENTRO,VILLAMARIA,2019
6444,213305,"ARANDELA REDONDA GALV 1/2""",UND,10.0,M24022,CENTRO,VILLAMARIA,2019
6445,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,6.0,M24022,CENTRO,VILLAMARIA,2019
6446,215785,"DIAGONAL 2""*1/4""*1.0 M ",UND,2.0,D20321,SUR,SANTA ROSA,2019
6447,219406,SELLO PLÁSTICO PARA CONTADORES,UN,30.0,D20321,SUR,SANTA ROSA,2019
6448,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,30.0,D20321,SUR,SANTA ROSA,2019
6449,5050,"PERNO DE 1/4""",UND,48.0,D20321,SUR,SANTA ROSA,2019
6450,211377,"GRAPA BAND IT 5/8""",UND,65.0,D20321,SUR,SANTA ROSA,2019
6451,211371,"CINTA BAND IT 5/8""",M,56.4,D20321,SUR,SANTA ROSA,2019
6453,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,7.0,D20321,SUR,SANTA ROSA,2019
6454,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,30.0,D20321,SUR,SANTA ROSA,2019
6455,219175,"PLATINA 2"" * 3/8"" * 0.3 M",UND,2.0,D20321,SUR,SANTA ROSA,2019
6457,219674,"CRUCETA PORTACAJA 2""X1/4""X2.3 M GALV. EN CALIENTE",UND,1.0,D20321,SUR,SANTA ROSA,2019
6458,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,8.0,D20321,SUR,SANTA ROSA,2019
6459,4524,"UES DE 5/8"" X 20 CM",UND,1.0,D20321,SUR,SANTA ROSA,2019
6460,4522,"UES DE 5/8"" X 22 CM",UND,2.0,D20321,SUR,SANTA ROSA,2019
6461,211295,PIEAMIGOS ANGULO A-42,UND,1.0,D20321,SUR,SANTA ROSA,2019
6462,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,3.0,D20321,SUR,SANTA ROSA,2019
6464,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,8.0,D20321,SUR,SANTA ROSA,2019
6467,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,51.0,D20321,SUR,SANTA ROSA,2019
6469,212853,CONECTOR DBH-8,UND,23.0,D20321,SUR,SANTA ROSA,2019
6470,212846,CONECTOR DBH-4,UND,14.0,D20321,SUR,SANTA ROSA,2019
6471,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,D20321,SUR,SANTA ROSA,2019
6472,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,D20321,SUR,SANTA ROSA,2019
6475,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,199.0,D20321,SUR,SANTA ROSA,2019
6476,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,303.0,D20321,SUR,SANTA ROSA,2019
6477,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,17.5,D20321,SUR,SANTA ROSA,2019
6478,200385,CABLE FUERZA CU 3x4+4 AWG 600V PE/XLPE,M,17.5,D20321,SUR,SANTA ROSA,2019
6479,200417,CABLE CU DD No. 4,M,13.0,D20321,SUR,SANTA ROSA,2019
6480,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,74.0,D20321,SUR,SANTA ROSA,2019
6481,200370,CABLE CU AISLADO 2/0 AWG-600 V THHN,M,12.0,D20321,SUR,SANTA ROSA,2019
6482,200369,CABLE CU THW No. 1/0,M,1760.0,D20321,SUR,SANTA ROSA,2019
6483,200367,CABLE CU THW No. 4,M,60.0,D20321,SUR,SANTA ROSA,2019
6484,200224,TRANSF 3F 75 KVA 13.2 KV,UND,1.0,D20321,SUR,SANTA ROSA,2019
6485,214271,HEBILLA PLASTICA 15 CM,UND,36.0,D20321,SUR,SANTA ROSA,2019
6486,219144,HEBILLA PLASTICA 25 CM,UND,252.44,D20321,SUR,SANTA ROSA,2019
6487,222278,"TUBERIA PVC 3""",ML,108.0,D20321,SUR,SANTA ROSA,2019
6488,210714,"CURVA CONDUIT PVC 3"" TDP",UND,11.0,D20321,SUR,SANTA ROSA,2019
6489,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,2.0,D20321,SUR,SANTA ROSA,2019
6490,210546,"CAPACETE CONDUIT GALV. 3""",UND,11.0,D20321,SUR,SANTA ROSA,2019
6491,2816,"TUBERIA GALV 3""",ML,66.0,D20321,SUR,SANTA ROSA,2019
6492,2507,CHAZO O RAMPLUG,UND,120.0,D20321,SUR,SANTA ROSA,2019
6493,213303,"ARANDELA PRESION GALV 5/8""",UND,13.0,D20321,SUR,SANTA ROSA,2019
6494,213302,"ARANDELA PRESION GALV 1/2""",UND,5.0,D20321,SUR,SANTA ROSA,2019
6495,213306,"ARANDELA REDONDA GALV 5/8""",UND,18.0,D20321,SUR,SANTA ROSA,2019
6496,213305,"ARANDELA REDONDA GALV 1/2""",UND,10.0,D20321,SUR,SANTA ROSA,2019
6497,211392,"TORNILLO ESPACIADOR 5/8"" X 12""",UND,2.0,D20321,SUR,SANTA ROSA,2019
6498,211448,"TORNILLO MAQ GALV 5/8"" X 12""",UND,2.0,D20321,SUR,SANTA ROSA,2019
6499,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,2.0,D20321,SUR,SANTA ROSA,2019
6500,219406,SELLO PLÁSTICO PARA CONTADORES,UN,45.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6501,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,45.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6502,211377,"GRAPA BAND IT 5/8""",UND,348.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6503,211371,"CINTA BAND IT 5/8""",M,267.2,W66915,NOROCCIDENTE,RIOSUCIO,2019
6504,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.8999999999999999,W66915,NOROCCIDENTE,RIOSUCIO,2019
6505,4857,SOPORTE PARA CAJA METALICA,UND,90.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6506,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,45.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6508,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,17.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6509,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,41.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6510,4524,"UES DE 5/8"" X 20 CM",UND,1.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6511,200076,POSTE METALICO 8*510,UND,33.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6512,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,41.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6513,211295,PIEAMIGOS ANGULO A-42,UND,1.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6514,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,1.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6515,211319,PERCHAS 1 PUESTO,UND,76.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6516,211401,GUARDACABOS 1/2,UND,41.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6517,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,164.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6518,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,17.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6520,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,48.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6522,212853,CONECTOR DBH-8,UND,123.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6523,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6524,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6525,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,48.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6526,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,4.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6528,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,41.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6529,200151,"AISLADOR YOYO 3""",UND,76.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6530,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,18.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6531,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,252.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6532,200417,CABLE CU DD No. 4,M,22.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6533,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,483.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6534,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,2135.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6535,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,222.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6536,200497,CABLE DUPLEX AL No. 2 X 2,M,700.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6537,200369,CABLE CU THW No. 1/0,M,6.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6538,200316,ALAMBRE CU 8AWG NEGRO,M,1023.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6539,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6540,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6541,213302,"ARANDELA PRESION GALV 1/2""",UND,37.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6542,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6543,213305,"ARANDELA REDONDA GALV 1/2""",UND,74.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6544,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,34.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6545,219176,"PLATINA 2"" * 1/4"" * 0.2 M (54)",UND,2.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6547,211297,"BAYONETA 3""X1/4""X2 M GALV. EN CALIENTE",UND,5.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6548,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,8.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6549,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,12.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6550,200085,POSTE METALICO 15*1050,UND,1.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6551,200081,POSTE METALICO 12*750,UND,3.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6552,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,12.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6553,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,5.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6554,211401,GUARDACABOS 1/2,UND,12.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6555,213343,GRAPA SUSPENSION 2-2/0,UND,1.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6556,213340,GRAPA RETENCION No. 2,UND,12.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6557,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,48.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6558,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,8.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6559,212853,CONECTOR DBH-8,UND,12.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6560,211354,"TUERCA DE OJO 5/8""",UND,12.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6561,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,12.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6562,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,6.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6563,200145,"AISLADOR PIN 7"" 15 KV",UND,5.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6564,200417,CABLE CU DD No. 4,M,24.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6565,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,216.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6566,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,20.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6567,213303,"ARANDELA PRESION GALV 5/8""",UND,97.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6568,213302,"ARANDELA PRESION GALV 1/2""",UND,8.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6569,213306,"ARANDELA REDONDA GALV 5/8""",UND,70.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6570,213305,"ARANDELA REDONDA GALV 1/2""",UND,16.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6571,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,10.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6572,1684,"TORNILLO ESPACIADOR 5/8"" X 4""",UND,4.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6573,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,15.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6574,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,8.0,W66915,NOROCCIDENTE,RIOSUCIO,2019
6576,219406,SELLO PLÁSTICO PARA CONTADORES,UN,45.0,M24070,CENTRO,VILLAMARIA,2019
6577,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,45.0,M24070,CENTRO,VILLAMARIA,2019
6578,211377,"GRAPA BAND IT 5/8""",UND,32.0,M24070,CENTRO,VILLAMARIA,2019
6579,211371,"CINTA BAND IT 5/8""",M,20.5,M24070,CENTRO,VILLAMARIA,2019
6580,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,9.0,M24070,CENTRO,VILLAMARIA,2019
6581,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,45.0,M24070,CENTRO,VILLAMARIA,2019
6582,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,2.0,M24070,CENTRO,VILLAMARIA,2019
6583,4525,"UES DE 5/8"" X 18 CM",UND,2.0,M24070,CENTRO,VILLAMARIA,2019
6584,200002,POSTE CENTRIFUGADO 8 M,UND,4.0,M24070,CENTRO,VILLAMARIA,2019
6585,211319,PERCHAS 1 PUESTO,UND,14.0,M24070,CENTRO,VILLAMARIA,2019
6586,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,28.0,M24070,CENTRO,VILLAMARIA,2019
6588,212853,CONECTOR DBH-8,UND,10.0,M24070,CENTRO,VILLAMARIA,2019
6589,212846,CONECTOR DBH-4,UND,13.0,M24070,CENTRO,VILLAMARIA,2019
6590,211323,"COLLARIN SENCILLO 5-6""",UND,2.0,M24070,CENTRO,VILLAMARIA,2019
6591,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,2.0,M24070,CENTRO,VILLAMARIA,2019
6592,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,10.0,M24070,CENTRO,VILLAMARIA,2019
6593,200151,"AISLADOR YOYO 3""",UND,14.0,M24070,CENTRO,VILLAMARIA,2019
6594,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,8.0,M24070,CENTRO,VILLAMARIA,2019
6595,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,306.0,M24070,CENTRO,VILLAMARIA,2019
6596,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,22.5,M24070,CENTRO,VILLAMARIA,2019
6597,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,151.0,M24070,CENTRO,VILLAMARIA,2019
6598,200497,CABLE DUPLEX AL No. 2 X 2,M,30.0,M24070,CENTRO,VILLAMARIA,2019
6599,200369,CABLE CU THW No. 1/0,M,6.0,M24070,CENTRO,VILLAMARIA,2019
6600,214271,HEBILLA PLASTICA 15 CM,UND,30.0,M24070,CENTRO,VILLAMARIA,2019
6601,219144,HEBILLA PLASTICA 25 CM,UND,157.0,M24070,CENTRO,VILLAMARIA,2019
6602,2507,CHAZO O RAMPLUG,UND,180.0,M24070,CENTRO,VILLAMARIA,2019
6603,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,4.0,M24070,CENTRO,VILLAMARIA,2019
6604,218615,"CRUCETA RED 13.2 KV 3 HILOS 3""X1/4""X2.0 M GALV. EN CALIENTE",UND,4.0,M24070,CENTRO,VILLAMARIA,2019
6605,215787,"DIAGONAL 2""*1/4""*2 M ",UND,4.0,M24070,CENTRO,VILLAMARIA,2019
6606,215786,"DIAGONAL 2""*1/4""*1.5 M",UND,4.0,M24070,CENTRO,VILLAMARIA,2019
6607,219671,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X2.5M GALV. EN CALIENTE",UND,4.0,M24070,CENTRO,VILLAMARIA,2019
6608,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,2.0,M24070,CENTRO,VILLAMARIA,2019
6609,200015,POSTE CENTRIFUGADO 12 M *750 KG,UND,2.0,M24070,CENTRO,VILLAMARIA,2019
6610,213340,GRAPA RETENCION No. 2,UND,13.0,M24070,CENTRO,VILLAMARIA,2019
6611,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,2.0,M24070,CENTRO,VILLAMARIA,2019
6612,212853,CONECTOR DBH-8,UND,6.0,M24070,CENTRO,VILLAMARIA,2019
6613,211331,"COLLARIN DOBLE 5-6""",UND,4.0,M24070,CENTRO,VILLAMARIA,2019
6614,211354,"TUERCA DE OJO 5/8""",UND,13.0,M24070,CENTRO,VILLAMARIA,2019
6615,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,9.0,M24070,CENTRO,VILLAMARIA,2019
6616,200417,CABLE CU DD No. 4,M,2.0,M24070,CENTRO,VILLAMARIA,2019
6617,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,10.0,M24070,CENTRO,VILLAMARIA,2019
6618,213303,"ARANDELA PRESION GALV 5/8""",UND,38.0,M24070,CENTRO,VILLAMARIA,2019
6619,213302,"ARANDELA PRESION GALV 1/2""",UND,12.0,M24070,CENTRO,VILLAMARIA,2019
6620,213306,"ARANDELA REDONDA GALV 5/8""",UND,68.0,M24070,CENTRO,VILLAMARIA,2019
6621,213305,"ARANDELA REDONDA GALV 1/2""",UND,24.0,M24070,CENTRO,VILLAMARIA,2019
6622,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,13.0,M24070,CENTRO,VILLAMARIA,2019
6623,211447,"TORNILLO MAQ GALV 5/8"" X 10""",UND,8.0,M24070,CENTRO,VILLAMARIA,2019
6624,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,12.0,M24070,CENTRO,VILLAMARIA,2019
6625,219176,"PLATINA 2"" * 1/4"" * 0.2 M (54)",UND,2.0,C24320,SUR,MARSELLA,2019
6627,211297,"BAYONETA 3""X1/4""X2 M GALV. EN CALIENTE",UND,5.0,C24320,SUR,MARSELLA,2019
6628,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,4.0,C24320,SUR,MARSELLA,2019
6629,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,10.0,C24320,SUR,MARSELLA,2019
6630,200081,POSTE METALICO 12*750,UND,4.0,C24320,SUR,MARSELLA,2019
6631,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,10.0,C24320,SUR,MARSELLA,2019
6632,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,5.0,C24320,SUR,MARSELLA,2019
6633,211401,GUARDACABOS 1/2,UND,10.0,C24320,SUR,MARSELLA,2019
6634,213343,GRAPA SUSPENSION 2-2/0,UND,2.0,C24320,SUR,MARSELLA,2019
6635,213340,GRAPA RETENCION No. 2,UND,8.0,C24320,SUR,MARSELLA,2019
6636,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,40.0,C24320,SUR,MARSELLA,2019
6637,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,4.0,C24320,SUR,MARSELLA,2019
6638,212853,CONECTOR DBH-8,UND,12.0,C24320,SUR,MARSELLA,2019
6639,211354,"TUERCA DE OJO 5/8""",UND,8.0,C24320,SUR,MARSELLA,2019
6640,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,10.0,C24320,SUR,MARSELLA,2019
6641,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,4.0,C24320,SUR,MARSELLA,2019
6642,200145,"AISLADOR PIN 7"" 15 KV",UND,5.0,C24320,SUR,MARSELLA,2019
